Latitude [°],Longitude [°],Was cleaned,Access type,Distance from the road [m],Location type,Waste area [m²],Waste volume [m³],Organic waste [%],Construction waste [%],Mixed/non-recyclable waste [%],Bulky waste [%],Tires [%],Motor vehicles [%],Hazardous/toxic waste [%],Asbestos panels [%],Barrels with hazardous/unknown liquid,Waste partially buried?,Importance assessment,IRSOP,Duty of Slovenia Forest Service,Entry creation date,Last modification date,Geopedia URL,ID,Name,Description/quantity of hazardous waste,Municipality,Land registry property ID
continuous,continuous,0 1,Inaccessible Off-road On\ foot Private\ car Unsafe\ access,continuous,Basin Plane Slope,continuous,continuous,0 1 2 3 4 5 6 8 9 10 14 15 16 18 19 20 25 27 30 33 34 35 37 38 40 43 44 45 47 48 49 50 53 54 55 58 59 60 62 65 66 67 68 70 73 74 75 78 79 80 83 84 85 88 90 92 93 94 95 96 97 98 99 100,continuous,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 23 25 29 30 33 34 35 38 40 43 45 48 49 50 53 55 59 60 61 62 65 68 69 70 73 75 77 80 83 84 85 89 90 93 94 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 19 20 22 23 24 25 29 30 33 34 35 38 39 40 44 45 49 50 54 55 59 60 63 65 66 67 69 70 71 72 74 75 77 78 79 80 82 84 85 89 90 92 93 94 95 96 98 99 100,0 1 2 3 4 5 7 10 11 15 20 25 30 40 50 60 65 70 75 80 90 95 100,0 1 5 10 15 20 25 30 35 40 50 60 70 75 80 85 90 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 23 25 30 33 35 37 40 45 49 50 55 57 60 65 67 69 70 75 80 85 90 93 94 95 99 100,0 1 2 3 4 5 6 8 10 12 15 20 23 25 30 33 35 40 50 55 60 67 70 75 80 85 90 95 98 99 100,0 1,0 1,continuous,Celje Koper Kranj Ljubljana Maribor Murska\ Sobota Nova\ Gorica Novo\ Mesto Novo\ mesto,0 1,time,time,string,continuous,string,string,string,string
,,,,,,,,,,,,,,,,,,,,,,,meta,meta,meta,meta,meta,meta
46.3020013263,15.4563510208,1,Private car,0.0,Basin,25.0,10.0,10,,10,80,,,,,0,0,5.0,Celje,0,2010-04-03,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1790,1790.0,,,Slovenske Konjice,1016-1404
46.3172093778,15.504872266,0,Private car,0.0,Plane,6.0,2.0,20,40.0,40,0,0,0,0,0,0,0,1.0,Celje,0,2010-04-03,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1791,1791.0,,,Slovenske Konjice,1013-233/5
46.1391807351,14.995967476,0,Private car,10.0,Plane,20.0,10.0,,,70,30,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1792,1792.0,,,Zagorje ob Savi,1705-248/1
46.0571316371,14.3224482724,0,Private car,50.0,Plane,400.0,100.0,0,95.0,0,0,,,2,3,0,0,17.0,Ljubljana,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1794,1794.0,,"Desni breg Gradaščice od lovske preže dolvodno.<br/>Nasutje grabenega materiala (železobeton, opeka,...), vmes salonitne plošče,plastika,...<br/>Nasuto v dolžini 100m.",Dobrova-Polhov Gradec,1483-624
46.0564896458,14.5854402196,0,Private car,3.0,Plane,50.0,10.0,1,80.0,10,0,,,5,,0,0,2.0,Ljubljana,0,2010-03-28,2011-03-28,http://www.geopedia.si/?params=T1199_L6357_F1795,1795.0,,"Večinoma gradbeni odpadki (ploščice, opeke, sanitarije), pa tudi elektronskaoprema in embalaža (pločevinke, plastenke)",Ljubljana,606-771
46.0391853873,14.8377997137,0,Off-road,100.0,Slope,100.0,50.0,30,30.0,10,0,,,10,,0,0,13.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1796,1796.0,,odpadki iz gospodinjstev in gradbeni odpadki. odlaganje v dolino ob pešpoti.,Šmartno pri Litiji,79-973
46.3360201002,13.634623177,0,Private car,20.0,Plane,20.0,25.0,,90.0,,,,,5,5,0,0,10.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1797,1797.0,,"OPEKA, ASFALT, SALONITNE PLOŠČE",Bovec,1210-714/1
46.33144729,14.2112394214,1,Private car,1.0,Slope,200.0,1.0,0,0.0,100,0,,,,,0,0,,Kranj,0,2010-04-03,2011-02-22,http://www.geopedia.si/?params=T1199_L6357_F1798,1798.0,Cesta Mošnje - graben,,Radovljica,1730-108
46.3301856131,14.2031530249,1,Private car,5.0,Slope,400.0,10.0,0,0.0,20,80,,,,,0,0,,Kranj,0,2010-04-03,2011-02-22,http://www.geopedia.si/?params=T1199_L6357_F1799,1799.0,Slope pod streliščem Mošnje,,Radovljica,1730-685
46.3262143848,14.1962236357,1,On foot,30.0,Slope,10.0,1.0,0,0.0,30,70,,,,,0,0,,Kranj,0,2010-04-03,2011-02-22,http://www.geopedia.si/?params=T1199_L6357_F1800,1800.0,Tunel - konec,,Radovljica,1730-1734
46.3305875675,14.2014457419,1,Private car,1.0,Slope,100.0,50.0,80,5.0,4,10,,,,1,0,0,,Kranj,0,2010-04-03,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1801,1801.0,Slope - Zgoša desni breg,Posamezni kosi salonitnih plošč.,Radovljica,1730-688
46.0927791326,14.4944751976,0,Private car,5.0,Plane,400.0,2.0,0,10.0,90,0,,,,,0,0,3.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1802,1802.0,,plastenke<br/>vrečke,Ljubljana,987-1367/1
46.3573867823,14.2487971244,0,On foot,5.0,Slope,12.0,10.0,,,,100,,,,,0,0,4.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1803,1803.0,,,Tržič,1264-702/54
46.3351489996,14.2714950835,0,Off-road,300.0,Slope,6.0,25.0,,100.0,,,,,,,0,0,4.0,Kranj,0,2010-03-28,2011-05-15,http://www.geopedia.si/?params=T1199_L6357_F1804,1804.0,,,Tržič,1018-475
46.1144880234,15.5317126152,1,Private car,10.0,Slope,10.0,2.0,25,25.0,25,25,,,,,0,0,1.0,Celje,0,2010-04-18,2012-03-26,http://www.geopedia.si/?params=T1199_L6357_F1805,1805.0,,,Kozje,1944-524
46.1566573642,13.8765705397,0,Private car,5.0,Slope,30.0,50.0,,,,,,,,,0,0,0.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1806,1806.0,,"Odlagališče se nahaja v radiju 10 m; dostop je po zapuščenem kolovozu podcesto, odlagališče je pod kolovozom desno.",Tolmin,2393-195/29
46.0369950019,15.5521562432,1,Private car,5.0,Slope,20.0,10.0,20,30.0,40,10,,,,,0,0,5.0,Celje,0,2010-03-28,2012-03-26,http://www.geopedia.si/?params=T1199_L6357_F1807,1807.0,,,Kozje,922-496/4
46.4493148791,14.0159865248,1,Private car,2.0,Slope,150.0,25.0,,,50,50,,,,,0,0,7.0,Kranj,0,2010-04-18,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1808,1808.0,,,Jesenice,998-314/2
46.0208387434,14.6049764782,0,Private car,2.0,Plane,1.0,1.0,,,,,100,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-12-30,http://www.geopedia.si/?params=T1199_L6357_F1809,1809.0,,4 pnevmatike,Ljubljana,1824-671
46.1063847742,15.5386715241,1,Off-road,50.0,Slope,10.0,10.0,40,10.0,40,10,,,,,0,0,,Celje,0,2010-04-18,2010-04-22,http://www.geopedia.si/?params=T1199_L6357_F1810,1810.0,,,Kozje,1944-962/1
46.0241929077,14.6044230269,0,Private car,3.0,Slope,2.0,1.0,,,,,,,100,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1811,1811.0,,"6 pnevmatik, in eno plastično vedro, Dve pnevmatike sta se zavalile po breguin sedaj ležita na travniku.",Ljubljana,1824-542/2
46.1901797525,15.4125825644,0,Unsafe access,100.0,Basin,30.0,25.0,10,10.0,30,50,,,10,,0,0,12.0,Celje,0,2010-03-28,2011-04-22,http://www.geopedia.si/?params=T1199_L6357_F1812,1812.0,,"mrtvica potoka voglajne<br/>- potreben delovni stroj,",Šentjur,1422-884/2
46.5391458504,16.212009733,0,Private car,150.0,Plane,80.0,100.0,,50.0,,50,,,,,0,0,14.0,Murska Sobota,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1813,1813.0,,,Ljutomer,2642-279/24
45.9496486598,13.6570806752,1,Private car,0.0,Plane,100.0,10.0,,0.0,40,60,,0,,,0,0,4.0,Nova Gorica,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1817,1817.0,Strelišče,gostilniška oprema,Nova Gorica,1423-387/3
45.9845203289,13.6606259804,0,Private car,0.0,Slope,100.0,100.0,,50.0,10,20,,,17,3,0,0,39.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1816,1816.0,,"salonitne plošče, avto",Nova Gorica,2000-375/11
46.0114937472,14.1743229966,0,On foot,10.0,Slope,0.0,1.0,,20.0,,80,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1818,1818.0,,,Logatec,2187-180/7
46.2664310851,14.5120292646,1,Private car,5.0,Slope,6.0,2.0,0,100.0,0,0,,,,,0,0,,Kranj,0,2010-03-28,2011-04-18,http://www.geopedia.si/?params=T1199_L6357_F1819,1819.0,,,Cerklje na Gorenjskem,1151-119/1
46.2181740404,14.5301364953,1,Off-road,200.0,Slope,100.0,10.0,,20.0,10,70,,,,,0,0,5.0,Kranj,0,2010-03-28,2013-10-18,http://www.geopedia.si/?params=T1199_L6357_F1820,1820.0,,"Ob potoku Pšata 50m gor in dol, skoraj po celotnem delu. 3 školke avtomobilovS bregu, 2 banji, pločevina in gradbeni material. Dostop s travnika.",Cerklje na Gorenjskem,996-425
46.0086237003,14.1656755519,0,Private car,0.0,Basin,100.0,1000.0,,20.0,,60,,,20,,0,0,104.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1821,1821.0,,"azbestne plošče, akumulatori, baterije,bela tehnika",Logatec,2187-164
46.2200079176,14.5297579162,0,Off-road,300.0,Plane,50.0,10.0,,,,100,,,,,0,0,4.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1822,1822.0,,"vsaj 20 gum, folija od bal in ostalega polivinila je nameanega po gozdičkuvzhodno vsaj za 2kubika",Cerklje na Gorenjskem,996-443
45.670772966,14.5275382708,1,Off-road,80.0,Slope,200.0,1.0,,100.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2012-02-20,http://www.geopedia.si/?params=T1199_L6357_F1823,1823.0,,"Bodeča žica, jeklene palice - Rupnikova linija",Loška dolina,2391-1691/1
46.2776562361,14.4442878953,1,On foot,300.0,Basin,100.0,50.0,40,10.0,10,10,,,30,,0,0,,Kranj,0,2010-03-28,2011-04-14,http://www.geopedia.si/?params=T1199_L6357_F1824,1824.0,,Čistilna sredstva - 2m3<br/>Motorna vozila - 10m3,Šenčur,2641-411
46.6341185318,15.9520016482,1,Private car,5.0,Plane,0.0,25.0,0,0.0,0,0,,,,,0,0,,Murska Sobota,0,2010-03-28,2011-04-18,http://www.geopedia.si/?params=T1199_L6357_F1825,1825.0,1825,,Gornja Radgona,1412-285/3
46.4471122945,14.0006154384,1,Private car,5.0,Basin,4.0,2.0,5,5.0,10,80,,,,,0,0,2.0,Kranj,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1826,1826.0,,,Jesenice,998-193/26
46.4473762433,13.9989055274,1,Private car,5.0,Slope,40.0,2.0,10,80.0,10,0,,,,,0,0,1.0,Kranj,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1827,1827.0,,,Jesenice,998-193/30
46.0391569303,15.2440315606,0,Private car,1.0,Plane,8.0,10.0,,20.0,,,,,,80,0,0,8.0,Novo Mesto,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1828,1828.0,,"salonitke, gradbeni odpadki",Sevnica,282-1609/17
46.1015884754,14.502879535,0,Private car,20.0,Plane,50.0,25.0,,,,,,,,,0,0,0.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1829,1829.0,,"Ob nemski cesti se nahaja divje odlagalisce, kamor odvazajo veliko gradbenihodpadkov in druge nevarne snovi. Odlagalisce je vidno kar iz ceste!",Ljubljana,987-157/8
46.1886758248,14.4193408035,0,Private car,15.0,Plane,100.0,25.0,40,60.0,,,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1830,1830.0,,,Medvode,1860-478
46.0917428715,14.749863976,0,Private car,0.0,Plane,150.0,25.0,,89.0,1,,,,10,,0,0,9.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1831,1831.0,,"Velike plošče asfalta (1 kvadratni meter in več). Skupna prostornina znašacca. 1-1,5 kubične metre.",Dol pri Ljubljani,2086-28/36
46.0921575121,14.7502112654,0,Private car,80.0,Basin,60.0,10.0,,,2,96,,,1,,0,0,5.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1832,1832.0,,Najvrjetneje gre za embalažo od nafte oz. olja oziroma nečesa podobnega.,Dol pri Ljubljani,2086-28/36
46.053880212,13.6173372756,0,Private car,3.0,Slope,200.0,10.0,25,30.0,10,20,,,15,,0,0,8.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1833,1833.0,,"4 pnevmatike, kosi asfalta (0.5m³)",Kanal,2402-4096/1
46.0922389118,14.7504048782,0,Private car,90.0,Basin,15.0,10.0,,,,,,,100,,0,0,10.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1834,1834.0,,Gre za star avtomobil in gume v jarku.,Dol pri Ljubljani,2086-28/39
46.0923484025,14.7511027146,0,Private car,100.0,Plane,50.0,10.0,,100.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1835,1835.0,,,Dol pri Ljubljani,2086-28/40
46.0421256272,13.5666464811,0,Private car,10.0,Slope,55.0,2.0,30,40.0,10,10,,,10,,0,0,2.0,Nova Gorica,0,2010-03-26,2010-03-26,http://www.geopedia.si/?params=T1199_L6357_F1836,1836.0,,2 pnevmatiki,Kanal,611-1942/7
46.2605141687,14.3611448511,1,Private car,1.0,Plane,3.0,10.0,100,0.0,0,0,,,,,0,0,1.0,Kranj,0,2010-03-28,2012-03-31,http://www.geopedia.si/?params=T1199_L6357_F1837,1837.0,,,Kranj,1994-324/1
46.0412472859,13.5583356361,0,Private car,10.0,Slope,10.0,1.0,,,80,20,,,,,0,0,1.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1839,1839.0,,,Brda,2402-1519
46.0930273257,14.7530006941,0,Private car,0.0,Plane,100.0,10.0,,100.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1840,1840.0,,"Odlagališče je dostopno po nekoliko slabšem kolovozu. Skladi so večji, za karbi bila potrebna posbna oprema.",Dol pri Ljubljani,2086-28/44
46.0111048513,13.5328536386,1,Private car,1.0,Slope,3.0,1.0,,,20,,,,80,,0,0,2.0,Nova Gorica,0,2010-03-28,2012-03-25,http://www.geopedia.si/?params=T1199_L6357_F1841,1841.0,,2 pnevmatiki,Brda,638-307
46.0939734404,14.7536430914,0,On foot,120.0,Basin,3.0,1.0,,,,,,,100,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1842,1842.0,,Spredni pokrov policijskega avtomobila.,Litija,1722-1072/1
46.0914547306,14.7497618239,0,Private car,7.0,Plane,15.0,2.0,,100.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1843,1843.0,,,Dol pri Ljubljani,2086-28/35
46.0911754169,14.7495820423,1,Private car,30.0,Basin,50.0,10.0,,90.0,10,,,,,,0,0,2.0,Ljubljana,0,2010-03-28,2012-07-04,http://www.geopedia.si/?params=T1199_L6357_F1844,1844.0,,,Dol pri Ljubljani,2086-28/31
46.0166123532,13.5329275092,0,Private car,1.0,Plane,3.0,2.0,,40.0,,,,,60,,0,0,4.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1845,1845.0,,6 azbestnih cevi,Brda,2404-1216
46.0389327626,13.5660313942,1,Private car,5.0,Slope,100.0,1.0,,,80,,,,20,,0,0,1.0,Nova Gorica,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F1846,1846.0,,nekaj manjših azbestnih cevi (delno zasutih),Brda,2402-1500/1
46.1424022549,14.4139768913,1,On foot,100.0,Slope,0.0,1.0,,,,,,,,,0,0,9.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1847,1847.0,,,Medvode,2651-330/19
46.2372020664,14.5043143077,0,Private car,2.0,Plane,50.0,1.0,40,60.0,0,0,,,,,0,0,1.0,Kranj,0,2010-04-18,2012-07-04,http://www.geopedia.si/?params=T1199_L6357_F1848,1848.0,,,Cerklje na Gorenjskem,2579-1359/8
46.1413492575,13.7164458552,0,Private car,0.0,Slope,8.0,1.0,,70.0,30,,,,,,0,0,1.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1849,1849.0,,,Tolmin,1336-152
46.2428275683,14.5006976183,1,Private car,2.0,Plane,10.0,1.0,45,5.0,50,0,,,,,0,0,,Kranj,0,2010-04-18,2011-04-18,http://www.geopedia.si/?params=T1199_L6357_F1850,1850.0,,,Cerklje na Gorenjskem,2579-97
46.2141764368,14.24699366,1,Private car,3.0,Plane,6.0,10.0,,,,100,,,,,0,0,4.0,Kranj,0,2010-03-28,2012-03-01,http://www.geopedia.si/?params=T1199_L6357_F1851,1851.0,,,Škofja Loka,318-678
45.7297069032,14.1738984743,1,Off-road,0.0,Plane,1.0,1.0,0,0.0,0,80,,,20,,0,0,2.0,Koper,0,2010-04-18,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1852,1852.0,,"Odpadek je starejši hladilnik, ki je vržen vsredi blatne ceste, do njega jetežje priti z vozilom brez primerne opreme, lahko bi ga 2-3 ljudje nesli. Sumimda hladilnik vsebuje še CFC, saj je star",Postojna,1908-3933/62
46.4516770119,13.9948305243,0,Private car,0.0,Plane,1.0,1.0,,,100,,,,,,0,0,1.0,Kranj,0,2010-03-28,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1853,1853.0,,,Kranjska Gora,977-487/1
46.4509296493,13.991694221,0,Private car,10.0,Plane,1000.0,100.0,,100.0,,,,,,,0,0,7.0,Kranj,0,2010-03-16,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1854,1854.0,,"odlagališče gradbenih odpadkov, zaprto z zapornico",Kranjska Gora,977-2021/3
46.0814379151,14.5679795886,0,Private car,0.0,Plane,1000.0,1000.0,83,10.0,1,1,,,4,1,0,0,97.0,Ljubljana,0,2010-03-19,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1855,1855.0,,"Salonitke 0,5m3<br/>Gume 0,5m3",Ljubljana,983-953
46.1433058479,13.7176171224,1,Private car,0.0,Slope,20.0,10.0,5,95.0,,,,,,,0,0,1.0,Nova Gorica,0,2010-03-19,2012-07-06,http://www.geopedia.si/?params=T1199_L6357_F1856,1856.0,,,Tolmin,1336-607/9
46.4538985623,13.9896477514,1,Private car,0.0,Plane,50.0,1.0,,,100,,,,,,0,0,1.0,Kranj,0,2010-03-28,2012-07-06,http://www.geopedia.si/?params=T1199_L6357_F1857,1857.0,,veliko nametnih smeti,Kranjska Gora,977-484/12
46.4598794148,13.9632780193,1,Private car,5.0,Plane,1.0,1.0,,100.0,,,,,,,0,0,1.0,Kranj,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1868,1868.0,,,Kranjska Gora,977-2064/12
46.0806153072,14.5669645936,0,Private car,0.0,Plane,50.0,25.0,60,0.0,15,25,,,,,0,0,9.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1859,1859.0,,,Ljubljana,983-953
46.4568073768,13.9798303325,0,Private car,10.0,Basin,15.0,10.0,,90.0,10,,,,,,0,0,2.0,Kranj,0,2010-03-28,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1860,1860.0,,"veliko smeti ob hodourniku, na koncu 2 jogija",Kranjska Gora,977-460/1
46.0830590561,14.5660274525,0,Private car,0.0,Plane,50.0,25.0,,100.0,,,,,,,0,0,6.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1861,1861.0,,,Ljubljana,983-1273/1
46.4571856249,13.9778575129,1,Private car,5.0,Plane,1.0,1.0,,,10,90,,,,,0,0,,Kranj,0,2010-03-28,2011-04-30,http://www.geopedia.si/?params=T1199_L6357_F1862,1862.0,,,Kranjska Gora,977-427/7
46.4572750298,13.9767883419,0,Private car,5.0,Plane,300.0,1500.0,,100.0,,,,,,,0,0,28.0,Kranj,0,2010-03-28,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1863,1863.0,,,Kranjska Gora,977-427/3
46.4602393471,13.963284206,0,Private car,5.0,Plane,50.0,2.0,,,20,80,,,,,0,0,1.0,Kranj,0,2010-03-28,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1864,1864.0,,,Kranjska Gora,977-2064/12
46.294906342,14.2903043164,0,Private car,50.0,Slope,35.0,1.0,10,10.0,50,0,,,30,,0,0,2.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1865,1865.0,,"125mL pločevinka spreja, 4 pnevmatike, 5-literska pločevinka za barvo",Naklo,2708-52
46.45993152,13.9620792912,1,Private car,5.0,Plane,500.0,2.0,,70.0,20,,,,10,,0,0,,Kranj,0,2010-03-28,2011-04-30,http://www.geopedia.si/?params=T1199_L6357_F1866,1866.0,,,Kranjska Gora,977-2064/12
46.1444399218,14.4148095906,0,Private car,10.0,Slope,50.0,25.0,80,20.0,,,,,,,0,1,4.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1867,1867.0,,,Medvode,2651-337/3
46.1409200939,14.414445637,0,Private car,5.0,Plane,20.0,2.0,40,40.0,20,,,,,,0,0,1.0,Ljubljana,0,2017-01-06,2017-01-06,http://www.geopedia.si/?params=T1199_L6357_F16921,16921.0,,,Medvode,2651-330/19
46.4597917446,13.965518929,0,Private car,10.0,Plane,15.0,2.0,,30.0,70,,,,,,0,0,2.0,Kranj,0,2010-03-28,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1869,1869.0,,,Kranjska Gora,977-1565/1
46.4592232135,13.9683157063,0,Private car,10.0,Plane,200.0,2.0,,100.0,,,,,,,0,0,1.0,Kranj,0,2010-03-28,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1871,1871.0,,,Kranjska Gora,977-1980/2
46.4540652115,13.9760153461,1,Private car,0.0,Plane,1.0,1.0,,,100,,,,,,0,0,,Kranj,0,2010-03-28,2011-04-30,http://www.geopedia.si/?params=T1199_L6357_F1872,1872.0,,,Kranjska Gora,977-2022/1
46.2694239512,14.3441236918,1,Off-road,100.0,Plane,4.0,1.0,80,10.0,10,0,,,,,0,0,,Kranj,0,2010-03-28,2015-08-06,http://www.geopedia.si/?params=T1199_L6357_F1873,1873.0,,,Kranj,1994-372
46.4647458571,13.9338254104,0,Private car,20.0,Plane,400.0,1.0,,,,,,,,100,0,0,1.0,Kranj,0,2010-04-18,2012-07-04,http://www.geopedia.si/?params=T1199_L6357_F1874,1874.0,,"odpadna embalaža od olja, salonitke",Kranjska Gora,977-2064/11
46.1469752534,14.4161937131,0,Private car,5.0,Plane,25.0,25.0,,100.0,,,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2017-01-13,http://www.geopedia.si/?params=T1199_L6357_F1875,1875.0,,,Medvode,2659-939/1
46.4647222878,13.9322634644,0,Private car,10.0,Plane,500.0,25.0,,50.0,40,10,,,,,0,0,6.0,Kranj,0,2010-04-18,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1876,1876.0,,,Kranjska Gora,977-2064/11
45.834853284,13.9686911508,0,Off-road,0.0,Slope,10.0,1.0,0,0.0,90,10,,,,,0,0,1.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1877,1877.0,,"Ob kolovozu se nahaja manjše odlagališče: kovinska posoda, plastični kosovniodpadki.",Vipava,2224-2579/1
46.4660908928,13.926611899,0,Private car,0.0,Plane,20.0,25.0,,,,,,100,,,0,0,10.0,Kranj,0,2010-04-18,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1878,1878.0,,,Kranjska Gora,977-2064/11
46.4661604107,13.9263501245,0,Private car,5.0,Basin,5.0,1.0,,,,100,,,,,0,0,1.0,Kranj,0,2010-04-18,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1879,1879.0,,ostanki avtomobila,Kranjska Gora,977-2064/11
46.4651465905,13.9285704644,0,Private car,5.0,Plane,100.0,2.0,,50.0,50,,,,,,0,0,1.0,Kranj,0,2010-04-18,2011-05-03,http://www.geopedia.si/?params=T1199_L6357_F1880,1880.0,,,Kranjska Gora,977-2064/11
45.8305473941,13.9691439562,1,Private car,0.0,Plane,200.0,10.0,0,30.0,40,20,,,10,,0,0,,Nova Gorica,0,2010-04-18,2011-04-17,http://www.geopedia.si/?params=T1199_L6357_F1881,1881.0,,Kotanje pod novo nastajajočim kampom so zapolnjene z razno raznimi odpadkitudi ploščami eternit.Očiščeno ob akciji v l. 2010.,Vipava,2224-785
46.4691561581,13.917736345,0,Off-road,20.0,Slope,10.0,10.0,,50.0,,,,,,50,0,0,8.0,Kranj,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1882,1882.0,,salonitke,Kranjska Gora,977-2064/11
46.4640058238,13.937446366,1,On foot,50.0,Plane,100.0,1.0,,,100,,,,,,0,0,,Kranj,0,2010-04-18,2011-04-30,http://www.geopedia.si/?params=T1199_L6357_F1883,1883.0,,,Kranjska Gora,977-2064/11
45.8313846236,13.9711879417,0,Off-road,50.0,Slope,200.0,10.0,0,0.0,90,10,,,,,0,0,4.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1884,1884.0,,"V okolici kampa so kovinski kosovni odpadki, plastenke in steklenice.",Vipava,2224-939/189
46.2360461995,14.4771095556,1,Private car,2.0,Basin,15.0,1.0,10,20.0,40,30,,,,,0,0,,Kranj,0,2010-04-18,2011-04-14,http://www.geopedia.si/?params=T1199_L6357_F1885,1885.0,,,Cerklje na Gorenjskem,2568-1319/3
46.5032398309,15.6891173507,1,Private car,1.0,Plane,2.0,1.0,50,40.0,10,,,,,,0,0,,Maribor,0,2010-03-28,2011-04-17,http://www.geopedia.si/?params=T1199_L6357_F1886,1886.0,,,Hoče-Slivnica,500-556
